Tree	Transformed_Tree	One	Two	Three	Pattern	Corpus
možje <nsubj umorili >obj žensk	['možje <nsubj', 'umorili', '>obj žensk']	S	V	O	SVO	SSJ
možje <nsubj zimo <obj preživeli	['možje <nsubj', 'zimo <obj', 'preživeli']	S	O	V	SOV	SSJ
možnosti <obj ima >nsubj Koper	['možnosti <obj', 'ima', '>nsubj Koper']	O	V	S	OVS	SSJ
možnosti <obj ima >nsubj kavarna	['možnosti <obj', 'ima', '>nsubj kavarna']	O	V	S	OVS	SSJ
možnosti <obj omogočil >nsubj zakon	['možnosti <obj', 'omogočil', '>nsubj zakon']	O	V	S	OVS	SSJ
mreža <nsubj pokrivala >obj večino	['mreža <nsubj', 'pokrivala', '>obj večino']	S	V	O	SVO	SSJ
mrtvico <obj ustvari >nsubj reka	['mrtvico <obj', 'ustvari', '>nsubj reka']	O	V	S	OVS	SSJ
mu <obj Avstrija <nsubj zamižala	['mu <obj', 'Avstrija <nsubj', 'zamižala']	O	S	V	OSV	SSJ
mu <obj krogla <nsubj zažvižgala	['mu <obj', 'krogla <nsubj', 'zažvižgala']	O	S	V	OSV	SSJ
mu <obj načrti <nsubj propadejo	['mu <obj', 'načrti <nsubj', 'propadejo']	O	S	V	OSV	SSJ
mu <obj ni >nsubj rešitve	['mu <obj', 'ni', '>nsubj rešitve']	O	V	S	OVS	SSJ
mu <obj pogorela >nsubj koča	['mu <obj', 'pogorela', '>nsubj koča']	O	V	S	OVS	SSJ
mu <obj poskusi <nsubj uspevajo	['mu <obj', 'poskusi <nsubj', 'uspevajo']	O	S	V	OSV	SSJ
mu <obj propade >nsubj vse	['mu <obj', 'propade', '>nsubj vse']	O	V	S	OVS	SSJ
mu <obj uspel >nsubj preboj	['mu <obj', 'uspel', '>nsubj preboj']	O	V	S	OVS	SSJ
mu <obj zadoščalo >nsubj mesto	['mu <obj', 'zadoščalo', '>nsubj mesto']	O	V	S	OVS	SSJ
mu <obj zgodilo >nsubj nekaj	['mu <obj', 'zgodilo', '>nsubj nekaj']	O	V	S	OVS	SSJ
muzej <nsubj nima >obj kustosa	['muzej <nsubj', 'nima', '>obj kustosa']	S	V	O	SVO	SSJ
nVidia <nsubj vrnila >obj udarec	['nVidia <nsubj', 'vrnila', '>obj udarec']	S	V	O	SVO	SSJ
nacionalisti <nsubj organizirali >obj zborovanje	['nacionalisti <nsubj', 'organizirali', '>obj zborovanje']	S	V	O	SVO	SSJ
nacisti <nsubj poimenovali >obj Osvjencim	['nacisti <nsubj', 'poimenovali', '>obj Osvjencim']	S	V	O	SVO	SSJ
nadrealizem <nsubj nosi >obj patino	['nadrealizem <nsubj', 'nosi', '>obj patino']	S	V	O	SVO	SSJ
nagrade <obj prispevali >nsubj agenciji	['nagrade <obj', 'prispevali', '>nsubj agenciji']	O	V	S	OVS	SSJ
nagrado <obj prejele >nsubj sile	['nagrado <obj', 'prejele', '>nsubj sile']	O	V	S	OVS	SSJ
najstnice <nsubj pričakale >obj redovnico	['najstnice <nsubj', 'pričakale', '>obj redovnico']	S	V	O	SVO	SSJ
naju <obj pražiti >nsubj sonce	['naju <obj', 'pražiti', '>nsubj sonce']	O	V	S	OVS	SSJ
naju <obj vprašal >nsubj tovariš	['naju <obj', 'vprašal', '>nsubj tovariš']	O	V	S	OVS	SSJ
nakazal >obj identifikacijo >nsubj Potočan	['nakazal', '>obj identifikacijo', '>nsubj Potočan']	V	O	S	VOS	SSJ
nam <obj Slovenci <nsubj ušli	['nam <obj', 'Slovenci <nsubj', 'ušli']	O	S	V	OSV	SSJ
nam <obj je >nsubj prerok	['nam <obj', 'je', '>nsubj prerok']	O	V	S	OVS	SSJ
nam <obj obetajo >nsubj filmi	['nam <obj', 'obetajo', '>nsubj filmi']	O	V	S	OVS	SSJ
nam <obj preostalo >nsubj drugega	['nam <obj', 'preostalo', '>nsubj drugega']	O	V	S	OVS	SSJ
nam <obj stvari <nsubj zdele	['nam <obj', 'stvari <nsubj', 'zdele']	O	S	V	OSV	SSJ
nam <obj težave <nsubj zdele	['nam <obj', 'težave <nsubj', 'zdele']	O	S	V	OSV	SSJ
nam <obj zastavljajo >nsubj vprašanja	['nam <obj', 'zastavljajo', '>nsubj vprašanja']	O	V	S	OVS	SSJ
nama <obj rodil >nsubj sin	['nama <obj', 'rodil', '>nsubj sin']	O	V	S	OVS	SSJ
nama <obj to <nsubj bilo	['nama <obj', 'to <nsubj', 'bilo']	O	S	V	OSV	SSJ
nama <obj zdi >nsubj to	['nama <obj', 'zdi', '>nsubj to']	O	V	S	OVS	SSJ
namig <obj potrdil >nsubj Holmqvist	['namig <obj', 'potrdil', '>nsubj Holmqvist']	O	V	S	OVS	SSJ
napadalec <nsubj izvedel >obj napad	['napadalec <nsubj', 'izvedel', '>obj napad']	S	V	O	SVO	SSJ
napovedovalcem <obj preostane >nsubj drugega	['napovedovalcem <obj', 'preostane', '>nsubj drugega']	O	V	S	OVS	SSJ
napredek <nsubj omogočil >obj dotikanje	['napredek <nsubj', 'omogočil', '>obj dotikanje']	S	V	O	SVO	SSJ
narava <nsubj potrebuje >obj let	['narava <nsubj', 'potrebuje', '>obj let']	S	V	O	SVO	SSJ
narečja <nsubj tvorijo >obj kontinuum	['narečja <nsubj', 'tvorijo', '>obj kontinuum']	S	V	O	SVO	SSJ
narod <nsubj ima >obj poezijo	['narod <nsubj', 'ima', '>obj poezijo']	S	V	O	SVO	SSJ
nas <obj država <nsubj izigrala	['nas <obj', 'država <nsubj', 'izigrala']	O	S	V	OSV	SSJ
nas <obj humanitarci <nsubj uvrščajo	['nas <obj', 'humanitarci <nsubj', 'uvrščajo']	O	S	V	OSV	SSJ
nas <obj ločevali >nsubj tujci	['nas <obj', 'ločevali', '>nsubj tujci']	O	V	S	OVS	SSJ
nas <obj nagovoril >nsubj kdo	['nas <obj', 'nagovoril', '>nsubj kdo']	O	V	S	OVS	SSJ
nas <obj objema >nsubj resničnost	['nas <obj', 'objema', '>nsubj resničnost']	O	V	S	OVS	SSJ
nas <obj občina <nsubj zaščiti	['nas <obj', 'občina <nsubj', 'zaščiti']	O	S	V	OSV	SSJ
nas <obj odpravila >nsubj delavka	['nas <obj', 'odpravila', '>nsubj delavka']	O	V	S	OVS	SSJ
nas <obj ogled <nsubj prebudi	['nas <obj', 'ogled <nsubj', 'prebudi']	O	S	V	OSV	SSJ
nas <obj podprli >nsubj pisatelji	['nas <obj', 'podprli', '>nsubj pisatelji']	O	V	S	OVS	SSJ
nas <obj pot <nsubj vodi	['nas <obj', 'pot <nsubj', 'vodi']	O	S	V	OSV	SSJ
nas <obj pozdravili >nsubj obrazi	['nas <obj', 'pozdravili', '>nsubj obrazi']	O	V	S	OVS	SSJ
nas <obj prehitel >nsubj dan	['nas <obj', 'prehitel', '>nsubj dan']	O	V	S	OVS	SSJ
nas <obj presenetil >nsubj obseg	['nas <obj', 'presenetil', '>nsubj obseg']	O	V	S	OVS	SSJ
nas <obj pričaka >nsubj organizatorjev	['nas <obj', 'pričaka', '>nsubj organizatorjev']	O	V	S	OVS	SSJ
nas <obj sodnik <nsubj prikrajšal	['nas <obj', 'sodnik <nsubj', 'prikrajšal']	O	S	V	OSV	SSJ
nas <obj taksi <nsubj odloži	['nas <obj', 'taksi <nsubj', 'odloži']	O	S	V	OSV	SSJ
nas <obj vino <nsubj krepi	['nas <obj', 'vino <nsubj', 'krepi']	O	S	V	OSV	SSJ
nas <obj virozi <nsubj vrnili	['nas <obj', 'virozi <nsubj', 'vrnili']	O	S	V	OSV	SSJ
nas <obj vrednote <nsubj vlečejo	['nas <obj', 'vrednote <nsubj', 'vlečejo']	O	S	V	OSV	SSJ
nas <obj zapustil >nsubj človek	['nas <obj', 'zapustil', '>nsubj človek']	O	V	S	OVS	SSJ
nas <obj čaka >nsubj golaž	['nas <obj', 'čaka', '>nsubj golaž']	O	V	S	OVS	SSJ
nas <obj čaka >nsubj presenečenje	['nas <obj', 'čaka', '>nsubj presenečenje']	O	V	S	OVS	SSJ
nasilju <obj niso >nsubj starši	['nasilju <obj', 'niso', '>nsubj starši']	O	V	S	OVS	SSJ
naslednik <nsubj dobil >obj naslov	['naslednik <nsubj', 'dobil', '>obj naslov']	S	V	O	SVO	SSJ
nasprotnika <obj določi >nsubj žreb	['nasprotnika <obj', 'določi', '>nsubj žreb']	O	V	S	OVS	SSJ
nasprotniki <nsubj jih <obj sovražili	['nasprotniki <nsubj', 'jih <obj', 'sovražili']	S	O	V	SOV	SSJ
nasvet <nsubj onemogoča >obj razsodbo	['nasvet <nsubj', 'onemogoča', '>obj razsodbo']	S	V	O	SVO	SSJ
navijači <nsubj uspeh <obj proslavljali	['navijači <nsubj', 'uspeh <obj', 'proslavljali']	S	O	V	SOV	SSJ
način <nsubj igra >obj vlogo	['način <nsubj', 'igra', '>obj vlogo']	S	V	O	SVO	SSJ
našel >obj prostor >nsubj hotel	['našel', '>obj prostor', '>nsubj hotel']	V	O	S	VOS	SSJ
naši <nsubj dobili >obj točk	['naši <nsubj', 'dobili', '>obj točk']	S	V	O	SVO	SSJ
našla >obj orožje >nsubj prvakinja	['našla', '>obj orožje', '>nsubj prvakinja']	V	O	S	VOS	SSJ
nekaj <obj obljubila >nsubj Wesley	['nekaj <obj', 'obljubila', '>nsubj Wesley']	O	V	S	OVS	SSJ
nekaj <obj prispevala >nsubj skupnost	['nekaj <obj', 'prispevala', '>nsubj skupnost']	O	V	S	OVS	SSJ
nekatera <nsubj prizadela >obj ljubljence	['nekatera <nsubj', 'prizadela', '>obj ljubljence']	S	V	O	SVO	SSJ
nekateri <nsubj imajo >obj geslo	['nekateri <nsubj', 'imajo', '>obj geslo']	S	V	O	SVO	SSJ
nekateri <nsubj jih <obj občutili	['nekateri <nsubj', 'jih <obj', 'občutili']	S	O	V	SOV	SSJ
nekdo <nsubj kaj <obj bleknil	['nekdo <nsubj', 'kaj <obj', 'bleknil']	S	O	V	SOV	SSJ
nekdo <nsubj vzame >obj življenje	['nekdo <nsubj', 'vzame', '>obj življenje']	S	V	O	SVO	SSJ
nekdo <nsubj zahteval >obj seznam	['nekdo <nsubj', 'zahteval', '>obj seznam']	S	V	O	SVO	SSJ
nekdo <nsubj zapisuje >obj pogovor	['nekdo <nsubj', 'zapisuje', '>obj pogovor']	S	V	O	SVO	SSJ
neomodernizem <nsubj nima >obj povezave	['neomodernizem <nsubj', 'nima', '>obj povezave']	S	V	O	SVO	SSJ
nesreča <nsubj prinaša >obj delo	['nesreča <nsubj', 'prinaša', '>obj delo']	S	V	O	SVO	SSJ
nevihta <nsubj povzroči >obj nevšečnosti	['nevihta <nsubj', 'povzroči', '>obj nevšečnosti']	S	V	O	SVO	SSJ
neznanec <nsubj izstrelil >obj raketo	['neznanec <nsubj', 'izstrelil', '>obj raketo']	S	V	O	SVO	SSJ
neznanec <nsubj poslal >obj protest	['neznanec <nsubj', 'poslal', '>obj protest']	S	V	O	SVO	SSJ
neznanec <nsubj ukradel >obj glavo	['neznanec <nsubj', 'ukradel', '>obj glavo']	S	V	O	SVO	SSJ
nezvestobo <obj oblast <nsubj kaznuje	['nezvestobo <obj', 'oblast <nsubj', 'kaznuje']	O	S	V	OSV	SSJ
nihanja <nsubj informacijo <obj oslabijo	['nihanja <nsubj', 'informacijo <obj', 'oslabijo']	S	O	V	SOV	SSJ
nihče <nsubj je <obj razume	['nihče <nsubj', 'je <obj', 'razume']	S	O	V	SOV	SSJ
nihče <nsubj omenjal >obj črička	['nihče <nsubj', 'omenjal', '>obj črička']	S	V	O	SVO	SSJ
nihče <nsubj tega <obj odreši	['nihče <nsubj', 'tega <obj', 'odreši']	S	O	V	SOV	SSJ
nihče <nsubj tega <obj priznava	['nihče <nsubj', 'tega <obj', 'priznava']	S	O	V	SOV	SSJ
nihče <nsubj vidi >obj greha	['nihče <nsubj', 'vidi', '>obj greha']	S	V	O	SVO	SSJ
nihče <nsubj želi >obj besede	['nihče <nsubj', 'želi', '>obj besede']	S	V	O	SVO	SSJ
nima >nsubj vlačugar >obj izgovora	['nima', '>nsubj vlačugar', '>obj izgovora']	V	S	O	VSO	SSJ
niti <obj držali >nsubj Portugalci	['niti <obj', 'držali', '>nsubj Portugalci']	O	V	S	OVS	SSJ
njega <obj Hindenburg <nsubj postavil	['njega <obj', 'Hindenburg <nsubj', 'postavil']	O	S	V	OSV	SSJ
njih <obj Zemlja <nsubj pustila	['njih <obj', 'Zemlja <nsubj', 'pustila']	O	S	V	OSV	SSJ
nobeden <nsubj tekmovanja <obj udeležil	['nobeden <nsubj', 'tekmovanja <obj', 'udeležil']	S	O	V	SOV	SSJ
nobeno <nsubj prispevalo >obj vsot	['nobeno <nsubj', 'prispevalo', '>obj vsot']	S	V	O	SVO	SSJ
noge <nsubj me <obj nesle	['noge <nsubj', 'me <obj', 'nesle']	S	O	V	SOV	SSJ
nogometaš <nsubj vložil >obj denarja	['nogometaš <nsubj', 'vložil', '>obj denarja']	S	V	O	SVO	SSJ
nogometaši <nsubj udeležili >obj dogodkov	['nogometaši <nsubj', 'udeležili', '>obj dogodkov']	S	V	O	SVO	SSJ
nogometaši <nsubj udeležujejo >obj dogodkov	['nogometaši <nsubj', 'udeležujejo', '>obj dogodkov']	S	V	O	SVO	SSJ
nosi >obj jo >nsubj vsak	['nosi', '>obj jo', '>nsubj vsak']	V	O	S	VOS	SSJ
novinarji <nsubj nastavimo >obj ogledalo	['novinarji <nsubj', 'nastavimo', '>obj ogledalo']	S	V	O	SVO	SSJ
novinarji <nsubj opisujejo >obj način	['novinarji <nsubj', 'opisujejo', '>obj način']	S	V	O	SVO	SSJ
novinarji <nsubj predstavijo >obj stališče	['novinarji <nsubj', 'predstavijo', '>obj stališče']	S	V	O	SVO	SSJ
novinec <nsubj pričakuje >obj duha	['novinec <nsubj', 'pričakuje', '>obj duha']	S	V	O	SVO	SSJ
nune <obj nadomestil >nsubj kapitelj	['nune <obj', 'nadomestil', '>nsubj kapitelj']	O	V	S	OVS	SSJ
oba <nsubj prebirala >obj časopise	['oba <nsubj', 'prebirala', '>obj časopise']	S	V	O	SVO	SSJ
obdaja >obj jo >nsubj oteklina	['obdaja', '>obj jo', '>nsubj oteklina']	V	O	S	VOS	SSJ
obdelala >obj jih >nsubj služba	['obdelala', '>obj jih', '>nsubj služba']	V	O	S	VOS	SSJ
obisk <nsubj povečal >obj občutek	['obisk <nsubj', 'povečal', '>obj občutek']	S	V	O	SVO	SSJ
objava <nsubj razblinila >obj upanja	['objava <nsubj', 'razblinila', '>obj upanja']	S	V	O	SVO	SSJ
objave <nsubj okrepile >obj povpraševanje	['objave <nsubj', 'okrepile', '>obj povpraševanje']	S	V	O	SVO	SSJ
oblast <nsubj ga <obj aretirala	['oblast <nsubj', 'ga <obj', 'aretirala']	S	O	V	SOV	SSJ
oblast <nsubj odkupila >obj stavbo	['oblast <nsubj', 'odkupila', '>obj stavbo']	S	V	O	SVO	SSJ
oblast <nsubj omejevala >obj svobodo	['oblast <nsubj', 'omejevala', '>obj svobodo']	S	V	O	SVO	SSJ
oblast <nsubj spremeniti >obj politiko	['oblast <nsubj', 'spremeniti', '>obj politiko']	S	V	O	SVO	SSJ
oblast <obj delita >nsubj predsednik	['oblast <obj', 'delita', '>nsubj predsednik']	O	V	S	OVS	SSJ
oblast <obj ima >nsubj zbor	['oblast <obj', 'ima', '>nsubj zbor']	O	V	S	OVS	SSJ
oblast <obj izvršujejo >nsubj organizacije	['oblast <obj', 'izvršujejo', '>nsubj organizacije']	O	V	S	OVS	SSJ
oblasti <nsubj ga <obj zaprle	['oblasti <nsubj', 'ga <obj', 'zaprle']	S	O	V	SOV	SSJ
oblasti <nsubj nobenega <obj sprejele	['oblasti <nsubj', 'nobenega <obj', 'sprejele']	S	O	V	SOV	SSJ
oblasti <nsubj prijele >obj Ramzija	['oblasti <nsubj', 'prijele', '>obj Ramzija']	S	V	O	SVO	SSJ
oblastniki <nsubj izničili >obj možnosti	['oblastniki <nsubj', 'izničili', '>obj možnosti']	S	V	O	SVO	SSJ
oblačila <nsubj dajejo >obj vtis	['oblačila <nsubj', 'dajejo', '>obj vtis']	S	V	O	SVO	SSJ
oblika <nsubj določa >obj problem	['oblika <nsubj', 'določa', '>obj problem']	S	V	O	SVO	SSJ
oblika <nsubj nadaljevala >obj smernice	['oblika <nsubj', 'nadaljevala', '>obj smernice']	S	V	O	SVO	SSJ
obliko <obj odraža >nsubj miza	['obliko <obj', 'odraža', '>nsubj miza']	O	V	S	OVS	SSJ
obnašanje <nsubj stalo >obj naklonjenosti	['obnašanje <nsubj', 'stalo', '>obj naklonjenosti']	S	V	O	SVO	SSJ
obrazec <nsubj ima >obj gumb	['obrazec <nsubj', 'ima', '>obj gumb']	S	V	O	SVO	SSJ
obrok <nsubj sproži >obj napad	['obrok <nsubj', 'sproži', '>obj napad']	S	V	O	SVO	SSJ
obroki <nsubj ohranjajo >obj težo	['obroki <nsubj', 'ohranjajo', '>obj težo']	S	V	O	SVO	SSJ
obrt <nsubj ponudi >obj mest	['obrt <nsubj', 'ponudi', '>obj mest']	S	V	O	SVO	SSJ
observatorij <nsubj pridobil >obj fotografije	['observatorij <nsubj', 'pridobil', '>obj fotografije']	S	V	O	SVO	SSJ
občani <nsubj zberejo >obj odpadkov	['občani <nsubj', 'zberejo', '>obj odpadkov']	S	V	O	SVO	SSJ
občila <nsubj hokej <obj naredila	['občila <nsubj', 'hokej <obj', 'naredila']	S	O	V	SOV	SSJ
občina <nsubj prodaja >obj stanovanja	['občina <nsubj', 'prodaja', '>obj stanovanja']	S	V	O	SVO	SSJ
ocena <nsubj jih <obj zadovoljila	['ocena <nsubj', 'jih <obj', 'zadovoljila']	S	O	V	SOV	SSJ
oceno <obj dobil >nsubj vzorec	['oceno <obj', 'dobil', '>nsubj vzorec']	O	V	S	OVS	SSJ
odbor <nsubj potrdil >obj Ilijo	['odbor <nsubj', 'potrdil', '>obj Ilijo']	S	V	O	SVO	SSJ
odgovor <obj podala >nsubj odkritja	['odgovor <obj', 'podala', '>nsubj odkritja']	O	V	S	OVS	SSJ
odgovor <obj prebrali >nsubj ravnatelji	['odgovor <obj', 'prebrali', '>nsubj ravnatelji']	O	V	S	OVS	SSJ
odgovorni <nsubj uresničevali >obj dogovor	['odgovorni <nsubj', 'uresničevali', '>obj dogovor']	S	V	O	SVO	SSJ
odkritij <obj doktor <nsubj poznal	['odkritij <obj', 'doktor <nsubj', 'poznal']	O	S	V	OSV	SSJ
odkritje <nsubj omogočilo >obj uresničitev	['odkritje <nsubj', 'omogočilo', '>obj uresničitev']	S	V	O	SVO	SSJ
odlikuje >obj severnjake >nsubj čistost	['odlikuje', '>obj severnjake', '>nsubj čistost']	V	O	S	VOS	SSJ
odločitev <nsubj presega >obj delitev	['odločitev <nsubj', 'presega', '>obj delitev']	S	V	O	SVO	SSJ
odločitev <obj spoštovati >nsubj Avstrija	['odločitev <obj', 'spoštovati', '>nsubj Avstrija']	O	V	S	OVS	SSJ
odmerki <nsubj predstavljajo >obj %	['odmerki <nsubj', 'predstavljajo', '>obj %']	S	V	O	SVO	SSJ
odnos <nsubj zaduši >obj strah	['odnos <nsubj', 'zaduši', '>obj strah']	S	V	O	SVO	SSJ
odnos <nsubj zbujal >obj zgražanje	['odnos <nsubj', 'zbujal', '>obj zgražanje']	S	V	O	SVO	SSJ
odpira >nsubj muzej >obj razstavo	['odpira', '>nsubj muzej', '>obj razstavo']	V	S	O	VSO	SSJ
odprtje <obj popestril >nsubj koncert	['odprtje <obj', 'popestril', '>nsubj koncert']	O	V	S	OVS	SSJ
odsek <nsubj nima >obj ograje	['odsek <nsubj', 'nima', '>obj ograje']	S	V	O	SVO	SSJ
odsev <nsubj daje >obj razsežnost	['odsev <nsubj', 'daje', '>obj razsežnost']	S	V	O	SVO	SSJ
odstotka <nsubj napoveduje >obj poslabšanje	['odstotka <nsubj', 'napoveduje', '>obj poslabšanje']	S	V	O	SVO	SSJ
odstotka <nsubj uživalo >obj ekstazi	['odstotka <nsubj', 'uživalo', '>obj ekstazi']	S	V	O	SVO	SSJ
odstotkov <nsubj izkazuje >obj potrebe	['odstotkov <nsubj', 'izkazuje', '>obj potrebe']	S	V	O	SVO	SSJ
ofenziva <nsubj pokončala >obj zlodeja	['ofenziva <nsubj', 'pokončala', '>obj zlodeja']	S	V	O	SVO	SSJ
ogenj <nsubj počrnil >obj del	['ogenj <nsubj', 'počrnil', '>obj del']	S	V	O	SVO	SSJ
oglas <obj opazili >nsubj bralci	['oglas <obj', 'opazili', '>nsubj bralci']	O	V	S	OVS	SSJ
okolja <nsubj dajejo >obj zatočišče	['okolja <nsubj', 'dajejo', '>obj zatočišče']	S	V	O	SVO	SSJ
okrožnico <obj razposlal >nsubj minister	['okrožnico <obj', 'razposlal', '>nsubj minister']	O	V	S	OVS	SSJ
okužba <nsubj povzroči >obj imuniteto	['okužba <nsubj', 'povzroči', '>obj imuniteto']	S	V	O	SVO	SSJ
okužba <nsubj povzroči >obj pridobivanje	['okužba <nsubj', 'povzroči', '>obj pridobivanje']	S	V	O	SVO	SSJ
okužbe <obj povzročajo >nsubj glivice	['okužbe <obj', 'povzročajo', '>nsubj glivice']	O	V	S	OVS	SSJ
olja <obj prilil >nsubj predsednik	['olja <obj', 'prilil', '>nsubj predsednik']	O	V	S	OVS	SSJ
olje <nsubj spodbuja >obj sproščanje	['olje <nsubj', 'spodbuja', '>obj sproščanje']	S	V	O	SVO	SSJ
omika <nsubj prekvasila >obj deželo	['omika <nsubj', 'prekvasila', '>obj deželo']	S	V	O	SVO	SSJ
on <nsubj opere >obj vsebino	['on <nsubj', 'opere', '>obj vsebino']	S	V	O	SVO	SSJ
on <nsubj potrebuje >obj sol	['on <nsubj', 'potrebuje', '>obj sol']	S	V	O	SVO	SSJ
on <nsubj tega <obj sprejel	['on <nsubj', 'tega <obj', 'sprejel']	S	O	V	SOV	SSJ
ona <nsubj imela >obj mir	['ona <nsubj', 'imela', '>obj mir']	S	V	O	SVO	SSJ
ona <nsubj iskal >obj utehe	['ona <nsubj', 'iskal', '>obj utehe']	S	V	O	SVO	SSJ
ona <nsubj pasijonko <obj dobijo	['ona <nsubj', 'pasijonko <obj', 'dobijo']	S	O	V	SOV	SSJ
oni <nsubj odprli >obj zapornice	['oni <nsubj', 'odprli', '>obj zapornice']	S	V	O	SVO	SSJ
oni <nsubj rešili >obj problem	['oni <nsubj', 'rešili', '>obj problem']	S	V	O	SVO	SSJ
opazka <nsubj označuje >obj shemo	['opazka <nsubj', 'označuje', '>obj shemo']	S	V	O	SVO	SSJ
opazuje >nsubj kupec >obj papigo	['opazuje', '>nsubj kupec', '>obj papigo']	V	S	O	VSO	SSJ
operater <nsubj ima >obj datotek	['operater <nsubj', 'ima', '>obj datotek']	S	V	O	SVO	SSJ
opozicijo <obj zatrla >nsubj SS	['opozicijo <obj', 'zatrla', '>nsubj SS']	O	V	S	OVS	SSJ
oprema <nsubj vsebuje >obj gradivo	['oprema <nsubj', 'vsebuje', '>obj gradivo']	S	V	O	SVO	SSJ
optimizma <nsubj jim <obj manjka	['optimizma <nsubj', 'jim <obj', 'manjka']	S	O	V	SOV	SSJ
opus <nsubj obsega >obj romane	['opus <nsubj', 'obsega', '>obj romane']	S	V	O	SVO	SSJ
organ <nsubj opozori >obj organov	['organ <nsubj', 'opozori', '>obj organov']	S	V	O	SVO	SSJ
organ <nsubj potrebuje >obj informacije	['organ <nsubj', 'potrebuje', '>obj informacije']	S	V	O	SVO	SSJ
organi <nsubj to <obj obravnavajo	['organi <nsubj', 'to <obj', 'obravnavajo']	S	O	V	SOV	SSJ
organizacija <nsubj organizira >obj srečanje	['organizacija <nsubj', 'organizira', '>obj srečanje']	S	V	O	SVO	SSJ
organizacija <nsubj priporoča >obj uporabo	['organizacija <nsubj', 'priporoča', '>obj uporabo']	S	V	O	SVO	SSJ
organizacija <nsubj priporoča >obj zdravila	['organizacija <nsubj', 'priporoča', '>obj zdravila']	S	V	O	SVO	SSJ
organizacija <nsubj spremenila >obj ime	['organizacija <nsubj', 'spremenila', '>obj ime']	S	V	O	SVO	SSJ
organizacija <nsubj vsebuje >obj določbe	['organizacija <nsubj', 'vsebuje', '>obj določbe']	S	V	O	SVO	SSJ
organizacije <nsubj diktirajo >obj politiko	['organizacije <nsubj', 'diktirajo', '>obj politiko']	S	V	O	SVO	SSJ
organizatorji <nsubj pripravili >obj finale	['organizatorji <nsubj', 'pripravili', '>obj finale']	S	V	O	SVO	SSJ
organizatorji <nsubj pripravili >obj natečaj	['organizatorji <nsubj', 'pripravili', '>obj natečaj']	S	V	O	SVO	SSJ
organizatorji <nsubj pripravili >obj večer	['organizatorji <nsubj', 'pripravili', '>obj večer']	S	V	O	SVO	SSJ
organizirajo >obj srečelov >nsubj društva	['organizirajo', '>obj srečelov', '>nsubj društva']	V	O	S	VOS	SSJ
organizmi <nsubj posedujejo >obj orodja	['organizmi <nsubj', 'posedujejo', '>obj orodja']	S	V	O	SVO	SSJ
orli <nsubj delili >obj vitrino	['orli <nsubj', 'delili', '>obj vitrino']	S	V	O	SVO	SSJ
orožja <obj imeli >nsubj posamezniki	['orožja <obj', 'imeli', '>nsubj posamezniki']	O	V	S	OVS	SSJ
osebe <nsubj poslušajo >obj opero	['osebe <nsubj', 'poslušajo', '>obj opero']	S	V	O	SVO	SSJ
osebe <nsubj zadrževale >obj bes	['osebe <nsubj', 'zadrževale', '>obj bes']	S	V	O	SVO	SSJ
osebki <nsubj imajo >obj plavutnico	['osebki <nsubj', 'imajo', '>obj plavutnico']	S	V	O	SVO	SSJ
osebnost <obj Cankar <nsubj opisal	['osebnost <obj', 'Cankar <nsubj', 'opisal']	O	S	V	OSV	SSJ
osmošolcev <nsubj udeležilo >obj letovanja	['osmošolcev <nsubj', 'udeležilo', '>obj letovanja']	S	V	O	SVO	SSJ
otiščanci <nsubj povzročali >obj more	['otiščanci <nsubj', 'povzročali', '>obj more']	S	V	O	SVO	SSJ
otroci <nsubj potegnili >obj paštetko	['otroci <nsubj', 'potegnili', '>obj paštetko']	S	V	O	SVO	SSJ
otroci <nsubj starše <obj izberejo	['otroci <nsubj', 'starše <obj', 'izberejo']	S	O	V	SOV	SSJ
otroci <nsubj zapis <obj pripravijo	['otroci <nsubj', 'zapis <obj', 'pripravijo']	S	O	V	SOV	SSJ
otrok <nsubj dobi >obj pomoči	['otrok <nsubj', 'dobi', '>obj pomoči']	S	V	O	SVO	SSJ
otrok <nsubj govori >obj angleščino	['otrok <nsubj', 'govori', '>obj angleščino']	S	V	O	SVO	SSJ
otrok <nsubj ima >obj občutek	['otrok <nsubj', 'ima', '>obj občutek']	S	V	O	SVO	SSJ
otrok <nsubj izbral >obj naju	['otrok <nsubj', 'izbral', '>obj naju']	S	V	O	SVO	SSJ
otrok <nsubj pozna >obj izraze	['otrok <nsubj', 'pozna', '>obj izraze']	S	V	O	SVO	SSJ
otrok <nsubj preštel >obj zastav	['otrok <nsubj', 'preštel', '>obj zastav']	S	V	O	SVO	SSJ
otroka <obj piči >nsubj čebela	['otroka <obj', 'piči', '>nsubj čebela']	O	V	S	OVS	SSJ
ovekovečali >obj namene >nsubj predstavniki	['ovekovečali', '>obj namene', '>nsubj predstavniki']	V	O	S	VOS	SSJ
ozemlje <nsubj obsegalo >obj večino	['ozemlje <nsubj', 'obsegalo', '>obj večino']	S	V	O	SVO	SSJ
oče <nsubj dvignil >obj skodelico	['oče <nsubj', 'dvignil', '>obj skodelico']	S	V	O	SVO	SSJ
oče <nsubj igral >obj trobento	['oče <nsubj', 'igral', '>obj trobento']	S	V	O	SVO	SSJ
oče <nsubj kupil >obj vrata	['oče <nsubj', 'kupil', '>obj vrata']	S	V	O	SVO	SSJ
