Tree	Transformed_Tree	One	Two	Three	Pattern
jo <obj izdata >nsubj zavoda	['jo <obj', 'izdata', '>nsubj zavoda']	O	V	S	OVS
jo <obj izpričujejo >nsubj petelinčki	['jo <obj', 'izpričujejo', '>nsubj petelinčki']	O	V	S	OVS
jo <obj izrekla >nsubj zveza	['jo <obj', 'izrekla', '>nsubj zveza']	O	V	S	OVS
jo <obj izrinila >nsubj vlakna	['jo <obj', 'izrinila', '>nsubj vlakna']	O	V	S	OVS
jo <obj izvajali >nsubj Tanel	['jo <obj', 'izvajali', '>nsubj Tanel']	O	V	S	OVS
jo <obj izvajali >nsubj ustvarjalci	['jo <obj', 'izvajali', '>nsubj ustvarjalci']	O	V	S	OVS
jo <obj je >nsubj model	['jo <obj', 'je', '>nsubj model']	O	V	S	OVS
jo <obj jezila >nsubj sapa	['jo <obj', 'jezila', '>nsubj sapa']	O	V	S	OVS
jo <obj kdo <nsubj sprobu	['jo <obj', 'kdo <nsubj', 'sprobu']	O	S	V	OSV
jo <obj kmetje <nsubj opustili	['jo <obj', 'kmetje <nsubj', 'opustili']	O	S	V	OSV
jo <obj najeli >nsubj pevci	['jo <obj', 'najeli', '>nsubj pevci']	O	V	S	OVS
jo <obj najlepše <nsubj čaka	['jo <obj', 'najlepše <nsubj', 'čaka']	O	S	V	OSV
jo <obj nalagala >nsubj ustava	['jo <obj', 'nalagala', '>nsubj ustava']	O	V	S	OVS
jo <obj naložilo >nsubj sodišče	['jo <obj', 'naložilo', '>nsubj sodišče']	O	V	S	OVS
jo <obj napisal >nsubj Giorgio	['jo <obj', 'napisal', '>nsubj Giorgio']	O	V	S	OVS
jo <obj napisal >nsubj William	['jo <obj', 'napisal', '>nsubj William']	O	V	S	OVS
jo <obj napisala >nsubj Francozinja	['jo <obj', 'napisala', '>nsubj Francozinja']	O	V	S	OVS
jo <obj naredijo >nsubj odjemalci	['jo <obj', 'naredijo', '>nsubj odjemalci']	O	V	S	OVS
jo <obj nastavi >nsubj gora	['jo <obj', 'nastavi', '>nsubj gora']	O	V	S	OVS
jo <obj navdajal >nsubj občutek	['jo <obj', 'navdajal', '>nsubj občutek']	O	V	S	OVS
jo <obj nekdo <nsubj gleda	['jo <obj', 'nekdo <nsubj', 'gleda']	O	S	V	OSV
jo <obj nekdo <nsubj igral	['jo <obj', 'nekdo <nsubj', 'igral']	O	S	V	OSV
jo <obj nekdo <nsubj ogovoril	['jo <obj', 'nekdo <nsubj', 'ogovoril']	O	S	V	OSV
jo <obj nesle >nsubj nožice	['jo <obj', 'nesle', '>nsubj nožice']	O	V	S	OVS
jo <obj nona <nsubj oblikuje	['jo <obj', 'nona <nsubj', 'oblikuje']	O	S	V	OSV
jo <obj nosila >nsubj ena	['jo <obj', 'nosila', '>nsubj ena']	O	V	S	OVS
jo <obj obiskala >nsubj poročevalka	['jo <obj', 'obiskala', '>nsubj poročevalka']	O	V	S	OVS
jo <obj oblikuje >nsubj denar	['jo <obj', 'oblikuje', '>nsubj denar']	O	V	S	OVS
jo <obj občudujejo >nsubj turisti	['jo <obj', 'občudujejo', '>nsubj turisti']	O	V	S	OVS
jo <obj oddajo >nsubj sardele	['jo <obj', 'oddajo', '>nsubj sardele']	O	V	S	OVS
jo <obj odklepal >nsubj Laren	['jo <obj', 'odklepal', '>nsubj Laren']	O	V	S	OVS
jo <obj omejuje >nsubj zakon	['jo <obj', 'omejuje', '>nsubj zakon']	O	V	S	OVS
jo <obj omenja >nsubj napis	['jo <obj', 'omenja', '>nsubj napis']	O	V	S	OVS
jo <obj otrok <nsubj prehodil	['jo <obj', 'otrok <nsubj', 'prehodil']	O	S	V	OSV
jo <obj pijača <nsubj zavzela	['jo <obj', 'pijača <nsubj', 'zavzela']	O	S	V	OSV
jo <obj piše >nsubj žena	['jo <obj', 'piše', '>nsubj žena']	O	V	S	OVS
jo <obj pobarala >nsubj druga	['jo <obj', 'pobarala', '>nsubj druga']	O	V	S	OVS
jo <obj podeljuje >nsubj društvo	['jo <obj', 'podeljuje', '>nsubj društvo']	O	V	S	OVS
jo <obj podjetje <nsubj potrebuje	['jo <obj', 'podjetje <nsubj', 'potrebuje']	O	S	V	OSV
jo <obj podpisalo >nsubj mater	['jo <obj', 'podpisalo', '>nsubj mater']	O	V	S	OVS
jo <obj pogojuje >nsubj majhnost	['jo <obj', 'pogojuje', '>nsubj majhnost']	O	V	S	OVS
jo <obj pojav <nsubj sprožil	['jo <obj', 'pojav <nsubj', 'sprožil']	O	S	V	OSV
jo <obj policija <nsubj zadržuje	['jo <obj', 'policija <nsubj', 'zadržuje']	O	S	V	OSV
jo <obj policisti <nsubj odstranili	['jo <obj', 'policisti <nsubj', 'odstranili']	O	S	V	OSV
jo <obj ponudniki <nsubj ponujajo	['jo <obj', 'ponudniki <nsubj', 'ponujajo']	O	S	V	OSV
jo <obj posadil >nsubj prednik	['jo <obj', 'posadil', '>nsubj prednik']	O	V	S	OVS
jo <obj pospremi >nsubj odvetnik	['jo <obj', 'pospremi', '>nsubj odvetnik']	O	V	S	OVS
jo <obj posuši >nsubj sonce	['jo <obj', 'posuši', '>nsubj sonce']	O	V	S	OVS
jo <obj povzroča >nsubj okužba	['jo <obj', 'povzroča', '>nsubj okužba']	O	V	S	OVS
jo <obj povzročajo >nsubj bakterije	['jo <obj', 'povzročajo', '>nsubj bakterije']	O	V	S	OVS
jo <obj povzročijo >nsubj celice	['jo <obj', 'povzročijo', '>nsubj celice']	O	V	S	OVS
jo <obj povzročilo >nsubj bitje	['jo <obj', 'povzročilo', '>nsubj bitje']	O	V	S	OVS
jo <obj predlagal >nsubj Arnold	['jo <obj', 'predlagal', '>nsubj Arnold']	O	V	S	OVS
jo <obj predlagatelj <nsubj predlaga	['jo <obj', 'predlagatelj <nsubj', 'predlaga']	O	S	V	OSV
jo <obj pregovorila >nsubj sodelavka	['jo <obj', 'pregovorila', '>nsubj sodelavka']	O	V	S	OVS
jo <obj premaknil >nsubj Ali	['jo <obj', 'premaknil', '>nsubj Ali']	O	V	S	OVS
jo <obj premaknila >nsubj čarovnija	['jo <obj', 'premaknila', '>nsubj čarovnija']	O	V	S	OVS
jo <obj prenašajo >nsubj klopi	['jo <obj', 'prenašajo', '>nsubj klopi']	O	V	S	OVS
jo <obj presenetil >nsubj odziv	['jo <obj', 'presenetil', '>nsubj odziv']	O	V	S	OVS
jo <obj prevzema >nsubj gibanje	['jo <obj', 'prevzema', '>nsubj gibanje']	O	V	S	OVS
jo <obj prizadela >nsubj suša	['jo <obj', 'prizadela', '>nsubj suša']	O	V	S	OVS
jo <obj proizvaja >nsubj vročina	['jo <obj', 'proizvaja', '>nsubj vročina']	O	V	S	OVS
jo <obj puntarja <nsubj ubrala	['jo <obj', 'puntarja <nsubj', 'ubrala']	O	S	V	OSV
jo <obj razširjala >nsubj Univerza	['jo <obj', 'razširjala', '>nsubj Univerza']	O	V	S	OVS
jo <obj rektorji <nsubj podpisali	['jo <obj', 'rektorji <nsubj', 'podpisali']	O	S	V	OSV
jo <obj revija <nsubj razglasila	['jo <obj', 'revija <nsubj', 'razglasila']	O	S	V	OSV
jo <obj služkinja <nsubj zbudila	['jo <obj', 'služkinja <nsubj', 'zbudila']	O	S	V	OSV
jo <obj sodniki <nsubj sprejeli	['jo <obj', 'sodniki <nsubj', 'sprejeli']	O	S	V	OSV
jo <obj sogovornik <nsubj uporabi	['jo <obj', 'sogovornik <nsubj', 'uporabi']	O	S	V	OSV
jo <obj spodbudil >nsubj razvoj	['jo <obj', 'spodbudil', '>nsubj razvoj']	O	V	S	OVS
jo <obj sporočil >nsubj predsednik	['jo <obj', 'sporočil', '>nsubj predsednik']	O	V	S	OVS
jo <obj stranka <nsubj prekršila	['jo <obj', 'stranka <nsubj', 'prekršila']	O	S	V	OSV
jo <obj svetloba <nsubj opravi	['jo <obj', 'svetloba <nsubj', 'opravi']	O	S	V	OSV
jo <obj tare >nsubj stiska	['jo <obj', 'tare', '>nsubj stiska']	O	V	S	OVS
jo <obj teorija <nsubj odpirala	['jo <obj', 'teorija <nsubj', 'odpirala']	O	S	V	OSV
jo <obj uporabljali >nsubj smučarji	['jo <obj', 'uporabljali', '>nsubj smučarji']	O	V	S	OVS
jo <obj usmerjajo >nsubj dejanja	['jo <obj', 'usmerjajo', '>nsubj dejanja']	O	V	S	OVS
jo <obj ustvarilo >nsubj podjetje	['jo <obj', 'ustvarilo', '>nsubj podjetje']	O	V	S	OVS
jo <obj ustvarjajo >nsubj postopki	['jo <obj', 'ustvarjajo', '>nsubj postopki']	O	V	S	OVS
jo <obj uvaja >nsubj odstavek	['jo <obj', 'uvaja', '>nsubj odstavek']	O	V	S	OVS
jo <obj uživamo >nsubj odrasli	['jo <obj', 'uživamo', '>nsubj odrasli']	O	V	S	OVS
jo <obj varovala >nsubj JLA	['jo <obj', 'varovala', '>nsubj JLA']	O	V	S	OVS
jo <obj vlačijo >nsubj marinci	['jo <obj', 'vlačijo', '>nsubj marinci']	O	V	S	OVS
jo <obj vložil >nsubj predsednik	['jo <obj', 'vložil', '>nsubj predsednik']	O	V	S	OVS
jo <obj vodil >nsubj Alfons	['jo <obj', 'vodil', '>nsubj Alfons']	O	V	S	OVS
jo <obj vpeljal >nsubj Actor's	"['jo <obj', 'vpeljal', "">nsubj Actor's""]"	O	V	S	OVS
jo <obj vsi <nsubj občudovali	['jo <obj', 'vsi <nsubj', 'občudovali']	O	S	V	OSV
jo <obj vsi <nsubj poznate	['jo <obj', 'vsi <nsubj', 'poznate']	O	S	V	OSV
jo <obj vzel >nsubj Dušan	['jo <obj', 'vzel', '>nsubj Dušan']	O	V	S	OVS
jo <obj zagodel >nsubj poskus	['jo <obj', 'zagodel', '>nsubj poskus']	O	V	S	OVS
jo <obj zagodla >nsubj bolezen	['jo <obj', 'zagodla', '>nsubj bolezen']	O	V	S	OVS
jo <obj zagotavljajo >nsubj države	['jo <obj', 'zagotavljajo', '>nsubj države']	O	V	S	OVS
jo <obj zalila >nsubj voda	['jo <obj', 'zalila', '>nsubj voda']	O	V	S	OVS
jo <obj zamislil >nsubj pisec	['jo <obj', 'zamislil', '>nsubj pisec']	O	V	S	OVS
jo <obj zanimala >nsubj jaz	['jo <obj', 'zanimala', '>nsubj jaz']	O	V	S	OVS
jo <obj zapira >nsubj stolp	['jo <obj', 'zapira', '>nsubj stolp']	O	V	S	OVS
jo <obj zapustili >nsubj pradedje	['jo <obj', 'zapustili', '>nsubj pradedje']	O	V	S	OVS
jo <obj zasedli >nsubj Vandali	['jo <obj', 'zasedli', '>nsubj Vandali']	O	V	S	OVS
jo <obj zastavil >nsubj voditelj	['jo <obj', 'zastavil', '>nsubj voditelj']	O	V	S	OVS
jo <obj zastopa >nsubj Igor	['jo <obj', 'zastopa', '>nsubj Igor']	O	V	S	OVS
jo <obj začel >nsubj sam	['jo <obj', 'začel', '>nsubj sam']	O	V	S	OVS
jo <obj začrtala >nsubj vlada	['jo <obj', 'začrtala', '>nsubj vlada']	O	V	S	OVS
jo <obj šefi <nsubj zapro	['jo <obj', 'šefi <nsubj', 'zapro']	O	S	V	OSV
ju <obj fantje <nsubj zbrcali	['ju <obj', 'fantje <nsubj', 'zbrcali']	O	S	V	OSV
ju <obj imenoval >nsubj Slobodan	['ju <obj', 'imenoval', '>nsubj Slobodan']	O	V	S	OVS
ju <obj odbor <nsubj obravnaval	['ju <obj', 'odbor <nsubj', 'obravnaval']	O	S	V	OSV
ju <obj opazuje >nsubj Tone	['ju <obj', 'opazuje', '>nsubj Tone']	O	V	S	OVS
ju <obj planinci <nsubj oskrbujejo	['ju <obj', 'planinci <nsubj', 'oskrbujejo']	O	S	V	OSV
ju <obj prireditelji <nsubj kaznovali	['ju <obj', 'prireditelji <nsubj', 'kaznovali']	O	S	V	OSV
ju <obj razvil >nsubj Albert	['ju <obj', 'razvil', '>nsubj Albert']	O	V	S	OVS
ju <obj srečal >nsubj don	['ju <obj', 'srečal', '>nsubj don']	O	V	S	OVS
ju <obj člani <nsubj dobili	['ju <obj', 'člani <nsubj', 'dobili']	O	S	V	OSV
juha <nsubj izzove >obj občutke	['juha <nsubj', 'izzove', '>obj občutke']	S	V	O	SVO
junak <nsubj ubije >obj zmaja	['junak <nsubj', 'ubije', '>obj zmaja']	S	V	O	SVO
kaj <nsubj ga <obj ogroža	['kaj <nsubj', 'ga <obj', 'ogroža']	S	O	V	SOV
kaj <nsubj ga <obj sili	['kaj <nsubj', 'ga <obj', 'sili']	S	O	V	SOV
kaj <nsubj ga <obj skrbi	['kaj <nsubj', 'ga <obj', 'skrbi']	S	O	V	SOV
kaj <nsubj sestavlja >obj racionalnost	['kaj <nsubj', 'sestavlja', '>obj racionalnost']	S	V	O	SVO
kaj <obj dela >nsubj kitarist	['kaj <obj', 'dela', '>nsubj kitarist']	O	V	S	OVS
kaj <obj delala >nsubj abramba	['kaj <obj', 'delala', '>nsubj abramba']	O	V	S	OVS
kaj <obj država <nsubj ponudila	['kaj <obj', 'država <nsubj', 'ponudila']	O	S	V	OSV
kaj <obj imela >nsubj poslanka	['kaj <obj', 'imela', '>nsubj poslanka']	O	V	S	OVS
kaj <obj napoved <nsubj pomeni	['kaj <obj', 'napoved <nsubj', 'pomeni']	O	S	V	OSV
kaj <obj naredila >nsubj KZS	['kaj <obj', 'naredila', '>nsubj KZS']	O	V	S	OVS
kaj <obj pokazali >nsubj muzeji	['kaj <obj', 'pokazali', '>nsubj muzeji']	O	V	S	OVS
kaj <obj pomeni >nsubj beseda	['kaj <obj', 'pomeni', '>nsubj beseda']	O	V	S	OVS
kaj <obj pomeni >nsubj ime	['kaj <obj', 'pomeni', '>nsubj ime']	O	V	S	OVS
kaj <obj pomenijo >nsubj nesreče	['kaj <obj', 'pomenijo', '>nsubj nesreče']	O	V	S	OVS
kaj <obj storilec <nsubj počel	['kaj <obj', 'storilec <nsubj', 'počel']	O	S	V	OSV
kaj <obj vrednosti <nsubj pomenijo	['kaj <obj', 'vrednosti <nsubj', 'pomenijo']	O	S	V	OSV
kaj <obj zavrnitev <nsubj pomeni	['kaj <obj', 'zavrnitev <nsubj', 'pomeni']	O	S	V	OSV
kaj <obj združevanje <nsubj pomenilo	['kaj <obj', 'združevanje <nsubj', 'pomenilo']	O	S	V	OSV
kaj <obj zlitje <nsubj pomeni	['kaj <obj', 'zlitje <nsubj', 'pomeni']	O	S	V	OSV
kaj <obj čustvo <nsubj sporoča	['kaj <obj', 'čustvo <nsubj', 'sporoča']	O	S	V	OSV
kaj <obj ženske <nsubj mislijo	['kaj <obj', 'ženske <nsubj', 'mislijo']	O	S	V	OSV
kakršne <obj dajal >nsubj predsednik	['kakršne <obj', 'dajal', '>nsubj predsednik']	O	V	S	OVS
kakršne <obj onemogočal >nsubj diktat	['kakršne <obj', 'onemogočal', '>nsubj diktat']	O	V	S	OVS
kakršnega <obj človek <nsubj želel	['kakršnega <obj', 'človek <nsubj', 'želel']	O	S	V	OSV
kakršno <obj zaupala >nsubj Jožica	['kakršno <obj', 'zaupala', '>nsubj Jožica']	O	V	S	OVS
kalorij <obj ima >nsubj čokolada	['kalorij <obj', 'ima', '>nsubj čokolada']	O	V	S	OVS
kamero <obj posrkavala >nsubj svoda	['kamero <obj', 'posrkavala', '>nsubj svoda']	O	V	S	OVS
kan <nsubj razrešil >obj funkcije	['kan <nsubj', 'razrešil', '>obj funkcije']	S	V	O	SVO
kandidat <nsubj obesil >obj zastavo	['kandidat <nsubj', 'obesil', '>obj zastavo']	S	V	O	SVO
kandidat <nsubj skriva >obj nekaj	['kandidat <nsubj', 'skriva', '>obj nekaj']	S	V	O	SVO
kandidata <nsubj obtožujeta >obj drugega	['kandidata <nsubj', 'obtožujeta', '>obj drugega']	S	V	O	SVO
kapitan <nsubj napenjal >obj glasilke	['kapitan <nsubj', 'napenjal', '>obj glasilke']	S	V	O	SVO
kapljica <nsubj mi <obj pritekla	['kapljica <nsubj', 'mi <obj', 'pritekla']	S	O	V	SOV
kar <nsubj Portugalce <obj nagradilo	['kar <nsubj', 'Portugalce <obj', 'nagradilo']	S	O	V	SOV
kar <nsubj daje >obj vtis	['kar <nsubj', 'daje', '>obj vtis']	S	V	O	SVO
kar <nsubj drog <obj tiče	['kar <nsubj', 'drog <obj', 'tiče']	S	O	V	SOV
kar <nsubj ga <obj ločuje	['kar <nsubj', 'ga <obj', 'ločuje']	S	O	V	SOV
kar <nsubj ga <obj uvršča	['kar <nsubj', 'ga <obj', 'uvršča']	S	O	V	SOV
kar <nsubj izboljšalo >obj zmogljivost	['kar <nsubj', 'izboljšalo', '>obj zmogljivost']	S	V	O	SVO
kar <nsubj jemlje >obj verodostojnost	['kar <nsubj', 'jemlje', '>obj verodostojnost']	S	V	O	SVO
kar <nsubj jemlje >obj časa	['kar <nsubj', 'jemlje', '>obj časa']	S	V	O	SVO
kar <nsubj ji <obj gre	['kar <nsubj', 'ji <obj', 'gre']	S	O	V	SOV
kar <nsubj ji <obj zahotelo	['kar <nsubj', 'ji <obj', 'zahotelo']	S	O	V	SOV
kar <nsubj jim <obj uspelo	['kar <nsubj', 'jim <obj', 'uspelo']	S	O	V	SOV
kar <nsubj jim <obj zdi	['kar <nsubj', 'jim <obj', 'zdi']	S	O	V	SOV
kar <nsubj jo <obj očaralo	['kar <nsubj', 'jo <obj', 'očaralo']	S	O	V	SOV
kar <nsubj meče >obj luč	['kar <nsubj', 'meče', '>obj luč']	S	V	O	SVO
kar <nsubj mi <obj je	['kar <nsubj', 'mi <obj', 'je']	S	O	V	SOV
kar <nsubj mu <obj uspelo	['kar <nsubj', 'mu <obj', 'uspelo']	S	O	V	SOV
kar <nsubj nam <obj zdelo	['kar <nsubj', 'nam <obj', 'zdelo']	S	O	V	SOV
kar <nsubj naredi >obj porod	['kar <nsubj', 'naredi', '>obj porod']	S	V	O	SVO
kar <nsubj nas <obj zaposluje	['kar <nsubj', 'nas <obj', 'zaposluje']	S	O	V	SOV
kar <nsubj njemu <obj prihajalo	['kar <nsubj', 'njemu <obj', 'prihajalo']	S	O	V	SOV
kar <nsubj odpre >obj možnosti	['kar <nsubj', 'odpre', '>obj možnosti']	S	V	O	SVO
kar <nsubj omogoča >obj akcijo	['kar <nsubj', 'omogoča', '>obj akcijo']	S	V	O	SVO
kar <nsubj omogoča >obj izmenjavo	['kar <nsubj', 'omogoča', '>obj izmenjavo']	S	V	O	SVO
kar <nsubj onemogočalo >obj spore	['kar <nsubj', 'onemogočalo', '>obj spore']	S	V	O	SVO
kar <nsubj pocenilo >obj naložbe	['kar <nsubj', 'pocenilo', '>obj naložbe']	S	V	O	SVO
kar <nsubj podjetju <obj maščevalo	['kar <nsubj', 'podjetju <obj', 'maščevalo']	S	O	V	SOV
kar <nsubj poenostavi >obj razvoj	['kar <nsubj', 'poenostavi', '>obj razvoj']	S	V	O	SVO
kar <nsubj pojasni >obj gibanje	['kar <nsubj', 'pojasni', '>obj gibanje']	S	V	O	SVO
kar <nsubj pojasni >obj kroženje	['kar <nsubj', 'pojasni', '>obj kroženje']	S	V	O	SVO
kar <nsubj polepša >obj dom	['kar <nsubj', 'polepša', '>obj dom']	S	V	O	SVO
kar <nsubj pomeni >obj bitko	['kar <nsubj', 'pomeni', '>obj bitko']	S	V	O	SVO
kar <nsubj pomeni >obj luščenje	['kar <nsubj', 'pomeni', '>obj luščenje']	S	V	O	SVO
kar <nsubj pomeni >obj zdravljenje	['kar <nsubj', 'pomeni', '>obj zdravljenje']	S	V	O	SVO
kar <nsubj pomenilo >obj izgubo	['kar <nsubj', 'pomenilo', '>obj izgubo']	S	V	O	SVO
kar <nsubj povzroči >obj padec	['kar <nsubj', 'povzroči', '>obj padec']	S	V	O	SVO
kar <nsubj povzročilo >obj bolečino	['kar <nsubj', 'povzročilo', '>obj bolečino']	S	V	O	SVO
kar <nsubj povzročilo >obj rast	['kar <nsubj', 'povzročilo', '>obj rast']	S	V	O	SVO
kar <nsubj povzročilo >obj vrsto	['kar <nsubj', 'povzročilo', '>obj vrsto']	S	V	O	SVO
kar <nsubj povzročilo >obj časa	['kar <nsubj', 'povzročilo', '>obj časa']	S	V	O	SVO
kar <nsubj predstavlja >obj barvo	['kar <nsubj', 'predstavlja', '>obj barvo']	S	V	O	SVO
kar <nsubj predstavlja >obj sredino	['kar <nsubj', 'predstavlja', '>obj sredino']	S	V	O	SVO
kar <nsubj prekrivalo >obj bolečine	['kar <nsubj', 'prekrivalo', '>obj bolečine']	S	V	O	SVO
kar <nsubj prineslo >obj zahteve	['kar <nsubj', 'prineslo', '>obj zahteve']	S	V	O	SVO
kar <nsubj prispevalo >obj opazovanj	['kar <nsubj', 'prispevalo', '>obj opazovanj']	S	V	O	SVO
kar <nsubj pritegne >obj kupce	['kar <nsubj', 'pritegne', '>obj kupce']	S	V	O	SVO
kar <nsubj razreši >obj problem	['kar <nsubj', 'razreši', '>obj problem']	S	V	O	SVO
kar <nsubj spodbudilo >obj rast	['kar <nsubj', 'spodbudilo', '>obj rast']	S	V	O	SVO
kar <nsubj sprožilo >obj tožbo	['kar <nsubj', 'sprožilo', '>obj tožbo']	S	V	O	SVO
kar <nsubj stane >obj zaslužek	['kar <nsubj', 'stane', '>obj zaslužek']	S	V	O	SVO
kar <nsubj stvari <obj olajšalo	['kar <nsubj', 'stvari <obj', 'olajšalo']	S	O	V	SOV
kar <nsubj tiče >obj imen	['kar <nsubj', 'tiče', '>obj imen']	S	V	O	SVO
kar <nsubj tiče >obj izkušenj	['kar <nsubj', 'tiče', '>obj izkušenj']	S	V	O	SVO
kar <nsubj tiče >obj odgovornosti	['kar <nsubj', 'tiče', '>obj odgovornosti']	S	V	O	SVO
kar <nsubj tiče >obj vpisa	['kar <nsubj', 'tiče', '>obj vpisa']	S	V	O	SVO
kar <nsubj tiče >obj vprašanja	['kar <nsubj', 'tiče', '>obj vprašanja']	S	V	O	SVO
kar <nsubj vam <obj dogajalo	['kar <nsubj', 'vam <obj', 'dogajalo']	S	O	V	SOV
kar <nsubj vas <obj veseli	['kar <nsubj', 'vas <obj', 'veseli']	S	O	V	SOV
kar <nsubj vključuje >obj dostop	['kar <nsubj', 'vključuje', '>obj dostop']	S	V	O	SVO
kar <nsubj vzame >obj časa	['kar <nsubj', 'vzame', '>obj časa']	S	V	O	SVO
kar <nsubj vzbudilo >obj končiče	['kar <nsubj', 'vzbudilo', '>obj končiče']	S	V	O	SVO
kar <nsubj zadeva >obj Slovenijo	['kar <nsubj', 'zadeva', '>obj Slovenijo']	S	V	O	SVO
kar <nsubj zagotovilo >obj mero	['kar <nsubj', 'zagotovilo', '>obj mero']	S	V	O	SVO
kar <nsubj zahteva >obj očiščenje	['kar <nsubj', 'zahteva', '>obj očiščenje']	S	V	O	SVO
kar <nsubj zmanjša >obj padec	['kar <nsubj', 'zmanjša', '>obj padec']	S	V	O	SVO
kar <obj Fran <nsubj vedela	['kar <obj', 'Fran <nsubj', 'vedela']	O	S	V	OSV
kar <obj Kern <nsubj počenja	['kar <obj', 'Kern <nsubj', 'počenja']	O	S	V	OSV
kar <obj Oven <nsubj potrebuje	['kar <obj', 'Oven <nsubj', 'potrebuje']	O	S	V	OSV
kar <obj ima >nsubj tale	['kar <obj', 'ima', '>nsubj tale']	O	V	S	OVS
kar <obj jih <nsubj je	['kar <obj', 'jih <nsubj', 'je']	O	S	V	OSV
kar <obj kažejo >nsubj sodbe	['kar <obj', 'kažejo', '>nsubj sodbe']	O	V	S	OVS
kar <obj kdo <nsubj ve	['kar <obj', 'kdo <nsubj', 've']	O	S	V	OSV
kar <obj midva <nsubj nudiva	['kar <obj', 'midva <nsubj', 'nudiva']	O	S	V	OSV
kar <obj morali >nsubj politiki	['kar <obj', 'morali', '>nsubj politiki']	O	V	S	OVS
kar <obj napiše >nsubj ženska	['kar <obj', 'napiše', '>nsubj ženska']	O	V	S	OVS
kar <obj potrjujejo >nsubj podatki	['kar <obj', 'potrjujejo', '>nsubj podatki']	O	V	S	OVS
kar <obj potrjujejo >nsubj ponatisi	['kar <obj', 'potrjujejo', '>nsubj ponatisi']	O	V	S	OVS
kar <obj pove >nsubj tržišče	['kar <obj', 'pove', '>nsubj tržišče']	O	V	S	OVS
kar <obj počela >nsubj skupnost	['kar <obj', 'počela', '>nsubj skupnost']	O	V	S	OVS
kar <obj počno >nsubj tisti	['kar <obj', 'počno', '>nsubj tisti']	O	V	S	OVS
kar <obj predlagala >nsubj Tony	['kar <obj', 'predlagala', '>nsubj Tony']	O	V	S	OVS
kar <obj priznali >nsubj banka	['kar <obj', 'priznali', '>nsubj banka']	O	V	S	OVS
kar <obj srce <nsubj poželi	['kar <obj', 'srce <nsubj', 'poželi']	O	S	V	OSV
kar <obj stranka <nsubj trdila	['kar <obj', 'stranka <nsubj', 'trdila']	O	S	V	OSV
kar <obj tatovi <nsubj vedeli	['kar <obj', 'tatovi <nsubj', 'vedeli']	O	S	V	OSV
kar <obj trdil >nsubj minister	['kar <obj', 'trdil', '>nsubj minister']	O	V	S	OVS
kar <obj ugotavljala >nsubj agencija	['kar <obj', 'ugotavljala', '>nsubj agencija']	O	V	S	OVS
kar <obj znanstveniki <nsubj trdijo	['kar <obj', 'znanstveniki <nsubj', 'trdijo']	O	S	V	OSV
kar <obj žena <nsubj skuha	['kar <obj', 'žena <nsubj', 'skuha']	O	S	V	OSV
karakter <nsubj pomeni >obj polnost	['karakter <nsubj', 'pomeni', '>obj polnost']	S	V	O	SVO
karkoli <obj delala >nsubj Jimmy	['karkoli <obj', 'delala', '>nsubj Jimmy']	O	V	S	OVS
katalog <nsubj ponuja >obj zbirko	['katalog <nsubj', 'ponuja', '>obj zbirko']	S	V	O	SVO
katere <obj Slovenci <nsubj prešpricali	['katere <obj', 'Slovenci <nsubj', 'prešpricali']	O	S	V	OSV
katere <obj obvladovale >nsubj založbe	['katere <obj', 'obvladovale', '>nsubj založbe']	O	V	S	OVS
katere <obj zapustila >nsubj desnica	['katere <obj', 'zapustila', '>nsubj desnica']	O	V	S	OVS
kateri <nsubj norme <obj vsiljujejo	['kateri <nsubj', 'norme <obj', 'vsiljujejo']	S	O	V	SOV
kateri <nsubj obrnili >obj orožje	['kateri <nsubj', 'obrnili', '>obj orožje']	S	V	O	SVO
kateri <nsubj slavil >obj prvenec	['kateri <nsubj', 'slavil', '>obj prvenec']	S	V	O	SVO
kateri <nsubj zadal >obj udarec	['kateri <nsubj', 'zadal', '>obj udarec']	S	V	O	SVO
kateri <nsubj zapusti >obj sobo	['kateri <nsubj', 'zapusti', '>obj sobo']	S	V	O	SVO
katerih <obj mojstri <nsubj usmilili	['katerih <obj', 'mojstri <nsubj', 'usmilili']	O	S	V	OSV
kave <nsubj povzroča >obj motnje	['kave <nsubj', 'povzroča', '>obj motnje']	S	V	O	SVO
kača <nsubj mu <obj ovijala	['kača <nsubj', 'mu <obj', 'ovijala']	S	O	V	SOV
kaže >nsubj verstvo >obj razslojenost	['kaže', '>nsubj verstvo', '>obj razslojenost']	V	S	O	VSO
kdo <nsubj izpolni >obj norme	['kdo <nsubj', 'izpolni', '>obj norme']	S	V	O	SVO
kdo <nsubj izvedel >obj popravilo	['kdo <nsubj', 'izvedel', '>obj popravilo']	S	V	O	SVO
kdo <nsubj jih <obj vrgel	['kdo <nsubj', 'jih <obj', 'vrgel']	S	O	V	SOV
kdo <nsubj kršil >obj konvencijo	['kdo <nsubj', 'kršil', '>obj konvencijo']	S	V	O	SVO
kdo <nsubj me <obj inficiral	['kdo <nsubj', 'me <obj', 'inficiral']	S	O	V	SOV
kdo <nsubj me <obj zaposlil	['kdo <nsubj', 'me <obj', 'zaposlil']	S	O	V	SOV
kdo <nsubj plačal >obj znesek	['kdo <nsubj', 'plačal', '>obj znesek']	S	V	O	SVO
